id,year,state_name,state_code,district_name,district_code,region,population_group,no_of_offices,no_of_accounts,deposit_amount,log_no_of_offices,log_no_of_accounts,log_deposit_amount
3606,2021,Andhra Pradesh,28,Kurnool,511,Southern Region,Urban,196,4248,11411,5.2832037287379885,8.354438940114811,9.342420712333391
3607,2021,Andhra Pradesh,28,Prakasam,517,Southern Region,Rural,199,2102,3595,5.298317366548036,7.6511201757027,8.18757739559151
3608,2021,Andhra Pradesh,28,Prakasam,517,Southern Region,Semi-urban,209,3088,7943,5.3471075307174685,8.035602692918582,8.980172205725008
3609,2021,Andhra Pradesh,28,Prakasam,517,Southern Region,Urban,81,793,4548,4.406719247264253,6.677083461247136,8.422662707570003
3610,2021,Andhra Pradesh,28,Srikakulam,519,Southern Region,Rural,149,2079,3646,5.0106352940962555,7.640123172695364,8.20166019080868
3611,2021,Andhra Pradesh,28,Srikakulam,519,Southern Region,Semi-urban,108,1713,4144,4.6913478822291435,7.446585099157725,8.329658067569396
3612,2021,Andhra Pradesh,28,Srikakulam,519,Southern Region,Urban,57,638,3504,4.060443010546419,6.459904454377535,8.16194579946869
3613,2021,Andhra Pradesh,28,Spsr Nellore,515,Southern Region,Rural,150,1497,2587,5.017279836814924,7.311886164077165,7.858640655620791
3614,2021,Andhra Pradesh,28,Spsr Nellore,515,Southern Region,Semi-urban,152,2255,5172,5.030437921392435,7.721348612617949,8.551208070003515
3615,2021,Andhra Pradesh,28,Spsr Nellore,515,Southern Region,Urban,128,1429,9568,4.859812404361672,7.265429723253953,9.166283985779263
3616,2021,Andhra Pradesh,28,Visakhapatanam,520,Southern Region,Rural,152,2350,3787,5.030437921392435,7.762596048540069,8.239593454305968
3617,2021,Andhra Pradesh,28,Visakhapatanam,520,Southern Region,Semi-urban,106,1472,3680,4.672828834461906,7.29505641646263,8.210939733379021
3618,2021,Andhra Pradesh,28,Visakhapatanam,520,Southern Region,Metropolitan,540,5236,49783,6.293419278846481,8.563504094279487,10.815448926249054
3619,2021,Andhra Pradesh,28,Vizianagaram,521,Southern Region,Rural,138,1675,2597,4.9344739331306915,7.424165281042028,7.862497197230545
3620,2021,Andhra Pradesh,28,Vizianagaram,521,Southern Region,Semi-urban,99,1351,3126,4.605170185988092,7.20934025660291,8.047829357457841
3621,2021,Andhra Pradesh,28,Vizianagaram,521,Southern Region,Urban,79,1128,4381,4.382026634673881,7.029087564149662,8.385260520155413
3622,2021,Andhra Pradesh,28,West Godavari,523,Southern Region,Rural,209,2126,5071,5.3471075307174685,7.6624678152002375,8.531490496117062
3623,2021,Andhra Pradesh,28,West Godavari,523,Southern Region,Semi-urban,265,3517,9820,5.583496308781699,8.165647925297504,9.192278229157774
3624,2021,Andhra Pradesh,28,West Godavari,523,Southern Region,Urban,156,1885,7962,5.056245805348308,7.542213463193403,8.982561092257445
3625,2021,Andhra Pradesh,28,Y.S.R.,504,Southern Region,Rural,136,1519,3465,4.919980925828125,7.326465613840322,8.150756470275551
3626,2021,Andhra Pradesh,28,Y.S.R.,504,Southern Region,Semi-urban,112,1795,5409,4.727387818712341,7.493317248862145,8.596004371840527
3627,2021,Andhra Pradesh,28,Y.S.R.,504,Southern Region,Urban,122,1567,9215,4.812184355372417,7.357556200910353,9.128696382935672
3628,2021,Arunachal Pradesh,12,Changlang,229,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3629,2021,Arunachal Pradesh,12,East Kameng,231,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3630,2021,Arunachal Pradesh,12,East Siang,232,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3631,2021,Arunachal Pradesh,12,East Siang,232,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3632,2021,Arunachal Pradesh,12,Leparada,724,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3633,2021,Arunachal Pradesh,12,Lohit,234,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3634,2021,Arunachal Pradesh,12,Longding,666,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3635,2021,Arunachal Pradesh,12,Lower Dibang Valley,235,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3636,2021,Arunachal Pradesh,12,Lower Siang,719,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3637,2021,Arunachal Pradesh,12,Lower Subansiri,236,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3638,2021,Arunachal Pradesh,12,Lower Subansiri,236,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3639,2021,Arunachal Pradesh,12,Namsai,678,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3640,2021,Arunachal Pradesh,12,Namsai,678,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3641,2021,Arunachal Pradesh,12,Papum Pare,237,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3642,2021,Arunachal Pradesh,12,Papum Pare,237,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3643,2021,Arunachal Pradesh,12,Siang,679,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3644,2021,Arunachal Pradesh,12,Tawang,238,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3645,2021,Arunachal Pradesh,12,Upper Siang,240,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3646,2021,Arunachal Pradesh,12,Upper Subansiri,241,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3647,2021,Arunachal Pradesh,12,West Kameng,242,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3648,2021,Arunachal Pradesh,12,West Siang,243,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3649,2021,Arunachal Pradesh,12,Changlang,229,North Eastern Region,Rural,6,129,710,1.9459101490553132,4.867534450455582,6.566672429803241
3650,2021,Arunachal Pradesh,12,East Kameng,231,North Eastern Region,Semi-urban,3,52,234,1.3862943611198906,3.970291913552122,5.459585514144159
3651,2021,Arunachal Pradesh,12,East Siang,232,North Eastern Region,Rural,3,46,152,1.3862943611198906,3.8501476017100584,5.030437921392435
3652,2021,Arunachal Pradesh,12,East Siang,232,North Eastern Region,Semi-urban,14,121,1021,2.70805020110221,4.804021044733257,6.92951677076365
3653,2021,Arunachal Pradesh,12,Lohit,234,North Eastern Region,Semi-urban,3,47,394,1.3862943611198906,3.871201010907891,5.978885764901122
3654,2021,Arunachal Pradesh,12,Longding,666,North Eastern Region,Rural,3,37,150,1.3862943611198906,3.6375861597263857,5.017279836814924
3655,2021,Arunachal Pradesh,12,Lower Dibang Valley,235,North Eastern Region,Semi-urban,4,56,421,1.6094379124341003,4.04305126783455,6.045005314036012
3656,2021,Arunachal Pradesh,12,Lower Siang,719,North Eastern Region,Rural,6,61,336,1.9459101490553132,4.127134385045092,5.820082930352362
3657,2021,Arunachal Pradesh,12,Lower Subansiri,236,North Eastern Region,Rural,4,21,118,1.6094379124341003,3.091042453358316,4.77912349311153
3658,2021,Arunachal Pradesh,12,Lower Subansiri,236,North Eastern Region,Semi-urban,5,55,554,1.791759469228055,4.02535169073515,6.318968113746434
3659,2021,Arunachal Pradesh,12,Namsai,678,North Eastern Region,Rural,3,33,257,1.3862943611198906,3.5263605246161616,5.552959584921617
3660,2021,Arunachal Pradesh,12,Namsai,678,North Eastern Region,Semi-urban,4,50,308,1.6094379124341003,3.9318256327243257,5.733341276897746
3661,2021,Arunachal Pradesh,12,Papum Pare,237,North Eastern Region,Rural,10,62,833,2.3978952727983707,4.143134726391533,6.726233402358747
3662,2021,Arunachal Pradesh,12,Papum Pare,237,North Eastern Region,Semi-urban,47,346,9281,3.871201010907891,5.849324779946859,9.135832319801121
3663,2021,Arunachal Pradesh,12,Siang,679,North Eastern Region,Rural,4,15,118,1.6094379124341003,2.772588722239781,4.77912349311153
3664,2021,Arunachal Pradesh,12,Tawang,238,North Eastern Region,Semi-urban,5,50,1046,1.791759469228055,3.9318256327243257,6.953684210870537
3665,2021,Arunachal Pradesh,12,Upper Siang,240,North Eastern Region,Rural,4,32,330,1.6094379124341003,3.4965075614664802,5.802118375377063
3666,2021,Arunachal Pradesh,12,Upper Subansiri,241,North Eastern Region,Rural,6,13,146,1.9459101490553132,2.6390573296152584,4.990432586778736
3667,2021,Arunachal Pradesh,12,West Kameng,242,North Eastern Region,Rural,14,108,1012,2.70805020110221,4.6913478822291435,6.920671504248683
3668,2021,Arunachal Pradesh,12,West Siang,243,North Eastern Region,Semi-urban,5,78,614,1.791759469228055,4.3694478524670215,6.421622267806518
3669,2021,Assam,18,Baksa,616,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3670,2021,Assam,18,Barpeta,280,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3671,2021,Assam,18,Barpeta,280,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3672,2021,Assam,18,Biswanath,705,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3673,2021,Assam,18,Biswanath,705,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3674,2021,Assam,18,Bongaigaon,281,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3675,2021,Assam,18,Bongaigaon,281,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3676,2021,Assam,18,Cachar,282,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3677,2021,Assam,18,Cachar,282,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3678,2021,Assam,18,Cachar,282,North Eastern Region,Urban,0,0,0,0.0,0.0,0.0
3679,2021,Assam,18,Charaideo,708,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3680,2021,Assam,18,Charaideo,708,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3681,2021,Assam,18,Chirang,612,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3682,2021,Assam,18,Chirang,612,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3683,2021,Assam,18,Darrang,283,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3684,2021,Assam,18,Darrang,283,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3685,2021,Assam,18,Dhemaji,284,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3686,2021,Assam,18,Dhemaji,284,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3687,2021,Assam,18,Dhubri,285,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3688,2021,Assam,18,Dhubri,285,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3689,2021,Assam,18,Dibrugarh,286,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3690,2021,Assam,18,Dibrugarh,286,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3691,2021,Assam,18,Dibrugarh,286,North Eastern Region,Urban,0,0,0,0.0,0.0,0.0
3692,2021,Assam,18,Dima Hasao,299,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3693,2021,Assam,18,Dima Hasao,299,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3694,2021,Assam,18,Goalpara,287,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3695,2021,Assam,18,Goalpara,287,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3696,2021,Assam,18,Golaghat,288,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3697,2021,Assam,18,Golaghat,288,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3698,2021,Assam,18,Hailakandi,289,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3699,2021,Assam,18,Hailakandi,289,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3700,2021,Assam,18,Hojai,709,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3701,2021,Assam,18,Hojai,709,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3702,2021,Assam,18,Jorhat,290,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3703,2021,Assam,18,Jorhat,290,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3704,2021,Assam,18,Jorhat,290,North Eastern Region,Urban,0,0,0,0.0,0.0,0.0
3705,2021,Assam,18,Kamrup,291,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3706,2021,Assam,18,Kamrup,291,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3707,2021,Assam,18,Kamrup Metro,618,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3708,2021,Assam,18,Kamrup Metro,618,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3709,2021,Assam,18,Kamrup Metro,618,North Eastern Region,Urban,0,0,0,0.0,0.0,0.0
3710,2021,Assam,18,Karbi Anglong,292,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3711,2021,Assam,18,Karbi Anglong,292,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3712,2021,Assam,18,Karimganj,293,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3713,2021,Assam,18,Karimganj,293,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3714,2021,Assam,18,Kokrajhar,294,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3715,2021,Assam,18,Kokrajhar,294,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3716,2021,Assam,18,Lakhimpur,295,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3717,2021,Assam,18,Lakhimpur,295,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3718,2021,Assam,18,Majuli,706,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3719,2021,Assam,18,Marigaon,296,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3720,2021,Assam,18,Marigaon,296,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3721,2021,Assam,18,Nagaon,297,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3722,2021,Assam,18,Nagaon,297,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3723,2021,Assam,18,Nagaon,297,North Eastern Region,Urban,0,0,0,0.0,0.0,0.0
3724,2021,Assam,18,Nalbari,298,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3725,2021,Assam,18,Nalbari,298,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3726,2021,Assam,18,Sivasagar,300,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3727,2021,Assam,18,Sivasagar,300,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3728,2021,Assam,18,Sonitpur,301,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3729,2021,Assam,18,Sonitpur,301,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3730,2021,Assam,18,South Salmara Mancachar,707,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3731,2021,Assam,18,South Salmara Mancachar,707,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3732,2021,Assam,18,Tinsukia,302,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3733,2021,Assam,18,Tinsukia,302,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3734,2021,Assam,18,Tinsukia,302,North Eastern Region,Urban,0,0,0,0.0,0.0,0.0
3735,2021,Assam,18,Udalguri,617,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3736,2021,Assam,18,Udalguri,617,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3737,2021,Assam,18,West Karbi Anglong,710,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3738,2021,Assam,18,Baksa,616,North Eastern Region,Rural,53,1062,1252,3.9889840465642745,6.968850378341948,7.133295954896068
3739,2021,Assam,18,Barpeta,280,North Eastern Region,Rural,54,1344,1474,4.007333185232471,7.20414929203594,7.29641326877392
3740,2021,Assam,18,Barpeta,280,North Eastern Region,Semi-urban,62,1258,3044,4.143134726391533,7.138073034044347,8.021256180143997
3741,2021,Assam,18,Biswanath,705,North Eastern Region,Rural,27,498,712,3.332204510175204,6.212606095751519,6.569481420414296
3742,2021,Assam,18,Biswanath,705,North Eastern Region,Semi-urban,20,260,798,3.044522437723423,5.564520407322694,6.683360945766275
3743,2021,Assam,18,Bongaigaon,281,North Eastern Region,Rural,24,449,466,3.2188758248682006,6.1092475827643655,6.1463292576688975
3744,2021,Assam,18,Bongaigaon,281,North Eastern Region,Semi-urban,34,633,2667,3.5553480614894135,6.452048954437226,7.889084407035514
3745,2021,Assam,18,Cachar,282,North Eastern Region,Rural,90,1559,2417,4.51085950651685,7.352441100243583,7.790696031174738
3746,2021,Assam,18,Cachar,282,North Eastern Region,Semi-urban,7,94,217,2.0794415416798357,4.553876891600541,5.384495062789089
3747,2021,Assam,18,Cachar,282,North Eastern Region,Urban,78,823,6325,4.3694478524670215,6.714170529909472,8.752423403865594
3748,2021,Assam,18,Charaideo,708,North Eastern Region,Rural,21,380,716,3.091042453358316,5.942799375126701,6.57507584059962
3749,2021,Assam,18,Charaideo,708,North Eastern Region,Semi-urban,10,163,435,2.3978952727983707,5.099866427824199,6.077642243349034
3750,2021,Assam,18,Chirang,612,North Eastern Region,Rural,18,519,1173,2.9444389791664403,6.253828811575473,7.068172000388042
3751,2021,Assam,18,Chirang,612,North Eastern Region,Semi-urban,10,198,344,2.3978952727983707,5.293304824724492,5.84354441703136
3752,2021,Assam,18,Darrang,283,North Eastern Region,Rural,37,693,574,3.6375861597263857,6.542471960506805,6.354370040797351
3753,2021,Assam,18,Darrang,283,North Eastern Region,Semi-urban,31,729,1601,3.4657359027997265,6.593044534142437,7.379008127628304
3754,2021,Assam,18,Dhemaji,284,North Eastern Region,Rural,21,709,673,3.091042453358316,6.565264970035361,6.513230110912307
3755,2021,Assam,18,Dhemaji,284,North Eastern Region,Semi-urban,23,399,766,3.1780538303479458,5.991464547107982,6.642486801367256
3756,2021,Assam,18,Dhubri,285,North Eastern Region,Rural,32,930,806,3.4965075614664802,6.836259277277067,6.693323668269949
3757,2021,Assam,18,Dhubri,285,North Eastern Region,Semi-urban,44,1055,2064,3.8066624897703196,6.962243464266207,7.632885505395133
3758,2021,Assam,18,Dibrugarh,286,North Eastern Region,Rural,90,1252,4209,4.51085950651685,7.133295954896068,8.345217926676428
3759,2021,Assam,18,Dibrugarh,286,North Eastern Region,Semi-urban,35,435,4132,3.58351893845611,6.077642243349034,8.326758814511733
3760,2021,Assam,18,Dibrugarh,286,North Eastern Region,Urban,61,585,4674,4.127134385045092,6.373319789577012,8.449984441722787
3761,2021,Assam,18,Goalpara,287,North Eastern Region,Rural,39,701,939,3.6888794541139363,6.553933404025811,6.84587987526405
3762,2021,Assam,18,Goalpara,287,North Eastern Region,Semi-urban,28,657,1266,3.367295829986474,6.489204931325317,7.144407180321139
3763,2021,Assam,18,Golaghat,288,North Eastern Region,Rural,67,1047,1417,4.219507705176107,6.954638864880987,7.257002707092073
3764,2021,Assam,18,Golaghat,288,North Eastern Region,Semi-urban,47,697,2248,3.871201010907891,6.548219102762372,7.718240951959316
3765,2021,Assam,18,Hailakandi,289,North Eastern Region,Rural,19,417,434,2.995732273553991,6.035481432524756,6.075346031088684
3766,2021,Assam,18,Hailakandi,289,North Eastern Region,Semi-urban,24,470,1262,3.2188758248682006,6.154858094016418,7.141245122350491
3767,2021,Assam,18,Hojai,709,North Eastern Region,Rural,12,269,262,2.5649493574615367,5.598421958998375,5.572154032177765
3768,2021,Assam,18,Hojai,709,North Eastern Region,Semi-urban,35,601,2126,3.58351893845611,6.400257445308821,7.6624678152002375
3769,2021,Assam,18,Jorhat,290,North Eastern Region,Rural,51,659,1232,3.9512437185814275,6.492239835020471,7.117205503164344
3770,2021,Assam,18,Jorhat,290,North Eastern Region,Semi-urban,17,275,637,2.8903717578961645,5.62040086571715,6.45833828334479
3771,2021,Assam,18,Jorhat,290,North Eastern Region,Urban,75,785,5736,4.330733340286331,6.666956792429207,8.654691704601872
3772,2021,Assam,18,Kamrup,291,North Eastern Region,Rural,120,1905,3595,4.795790545596741,7.552762084214147,8.18757739559151
3773,2021,Assam,18,Kamrup,291,North Eastern Region,Semi-urban,36,514,1374,3.6109179126442243,6.244166900663736,7.226209010100671
3774,2021,Assam,18,Kamrup Metro,618,North Eastern Region,Rural,39,416,2548,3.6888794541139363,6.0330862217988015,7.8434564043761155
3775,2021,Assam,18,Kamrup Metro,618,North Eastern Region,Semi-urban,4,50,221,1.6094379124341003,3.9318256327243257,5.402677381872279
3776,2021,Assam,18,Kamrup Metro,618,North Eastern Region,Urban,431,3698,62164,6.068425588244111,8.215817791832453,11.037547419387037
3777,2021,Assam,18,Karbi Anglong,292,North Eastern Region,Rural,37,462,584,3.6375861597263857,6.137727054086234,6.371611847231857
3778,2021,Assam,18,Karbi Anglong,292,North Eastern Region,Semi-urban,25,256,1331,3.258096538021482,5.54907608489522,7.194436851100335
3779,2021,Assam,18,Karimganj,293,North Eastern Region,Rural,55,1051,1285,4.02535169073515,6.9584483932976555,7.1592919047975645
3780,2021,Assam,18,Karimganj,293,North Eastern Region,Semi-urban,34,477,2649,3.5553480614894135,6.169610732491456,7.882314918980268
3781,2021,Assam,18,Kokrajhar,294,North Eastern Region,Rural,30,828,1198,3.4339872044851463,6.720220155135295,7.089243155027514
3782,2021,Assam,18,Kokrajhar,294,North Eastern Region,Semi-urban,19,399,1786,2.995732273553991,5.991464547107982,7.488293515159428
3783,2021,Assam,18,Lakhimpur,295,North Eastern Region,Rural,51,964,1202,3.9512437185814275,6.872128101338986,7.0925737159746784
3784,2021,Assam,18,Lakhimpur,295,North Eastern Region,Semi-urban,36,633,1613,3.6109179126442243,6.452048954437226,7.3864708488298945
3785,2021,Assam,18,Majuli,706,North Eastern Region,Rural,12,204,281,2.5649493574615367,5.3230099791384085,5.641907070938114
3786,2021,Assam,18,Marigaon,296,North Eastern Region,Rural,40,931,607,3.713572066704308,6.837332814685591,6.410174881966167
3787,2021,Assam,18,Marigaon,296,North Eastern Region,Semi-urban,29,508,1184,3.4011973816621555,6.2324480165505225,7.077498053569231
3788,2021,Assam,18,Nagaon,297,North Eastern Region,Rural,99,2084,1834,4.605170185988092,7.642524134232902,7.51479976048867
3789,2021,Assam,18,Nagaon,297,North Eastern Region,Semi-urban,22,634,642,3.1354942159291497,6.453624998892692,6.466144724237619
3790,2021,Assam,18,Nagaon,297,North Eastern Region,Urban,46,712,3493,3.8501476017100584,6.569481420414296,8.158802490694002
3791,2021,Assam,18,Nalbari,298,North Eastern Region,Rural,54,830,1297,4.007333185232471,6.7226297948554485,7.168579897264035
3792,2021,Assam,18,Nalbari,298,North Eastern Region,Semi-urban,25,405,1430,3.258096538021482,6.0063531596017325,7.266128779556451
3793,2021,Assam,18,Cachar,282,North Eastern Region,Rural,13,128,414,2.6390573296152584,4.859812404361672,6.028278520230698
3794,2021,Assam,18,Cachar,282,North Eastern Region,Semi-urban,13,132,730,2.6390573296152584,4.890349128221754,6.594413459749778
3795,2021,Assam,18,Sivasagar,300,North Eastern Region,Rural,49,655,1433,3.912023005428146,6.486160788944089,7.2682230211595655
3796,2021,Assam,18,Sivasagar,300,North Eastern Region,Semi-urban,47,581,3637,3.871201010907891,6.366470447731438,8.199189359078067
3797,2021,Assam,18,Sonitpur,301,North Eastern Region,Rural,64,913,1461,4.174387269895637,6.81783057145415,7.2875606403097235
3798,2021,Assam,18,Sonitpur,301,North Eastern Region,Semi-urban,64,1063,4334,4.174387269895637,6.96979066990159,8.374476889214643
3799,2021,Assam,18,South Salmara Mancachar,707,North Eastern Region,Rural,10,341,254,2.3978952727983707,5.834810737062605,5.541263545158426
3800,2021,Assam,18,South Salmara Mancachar,707,North Eastern Region,Semi-urban,4,97,127,1.6094379124341003,4.584967478670572,4.852030263919617
3801,2021,Assam,18,Tinsukia,302,North Eastern Region,Rural,54,755,1321,4.007333185232471,6.628041376179533,7.186901020411631
3802,2021,Assam,18,Tinsukia,302,North Eastern Region,Semi-urban,47,633,2446,3.871201010907891,6.452048954437226,7.802618063442671
3803,2021,Assam,18,Tinsukia,302,North Eastern Region,Urban,48,604,3730,3.8918202981106265,6.405228458030842,8.224431573221159
3804,2021,Assam,18,Udalguri,617,North Eastern Region,Rural,29,837,647,3.4011973816621555,6.731018100482083,6.473890696352274
3805,2021,Assam,18,Udalguri,617,North Eastern Region,Semi-urban,16,397,765,2.833213344056216,5.986452005284438,6.641182169740591
3806,2021,Assam,18,West Karbi Anglong,710,North Eastern Region,Rural,22,276,301,3.1354942159291497,5.6240175061873385,5.71042701737487
3807,2021,Bihar,10,Araria,188,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3808,2021,Bihar,10,Araria,188,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3809,2021,Bihar,10,Arwal,611,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3810,2021,Bihar,10,Arwal,611,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3811,2021,Bihar,10,Aurangabad,189,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3812,2021,Bihar,10,Aurangabad,189,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3813,2021,Bihar,10,Aurangabad,189,Eastern Region,Urban,0,0,0,0.0,0.0,0.0
3814,2021,Bihar,10,Banka,190,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3815,2021,Bihar,10,Banka,190,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3816,2021,Bihar,10,Begusarai,191,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3817,2021,Bihar,10,Begusarai,191,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3818,2021,Bihar,10,Begusarai,191,Eastern Region,Urban,0,0,0,0.0,0.0,0.0
3819,2021,Bihar,10,Bhagalpur,192,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3820,2021,Bihar,10,Bhagalpur,192,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3821,2021,Bihar,10,Bhagalpur,192,Eastern Region,Urban,0,0,0,0.0,0.0,0.0
3822,2021,Bihar,10,Bhojpur,193,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3823,2021,Bihar,10,Bhojpur,193,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3824,2021,Bihar,10,Bhojpur,193,Eastern Region,Urban,0,0,0,0.0,0.0,0.0
3825,2021,Bihar,10,Buxar,194,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3826,2021,Bihar,10,Buxar,194,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3827,2021,Bihar,10,Buxar,194,Eastern Region,Urban,0,0,0,0.0,0.0,0.0
3828,2021,Bihar,10,Darbhanga,195,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3829,2021,Bihar,10,Darbhanga,195,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3830,2021,Bihar,10,Darbhanga,195,Eastern Region,Urban,0,0,0,0.0,0.0,0.0
3831,2021,Bihar,10,Gaya,196,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3832,2021,Bihar,10,Gaya,196,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3833,2021,Bihar,10,Gaya,196,Eastern Region,Urban,0,0,0,0.0,0.0,0.0
3834,2021,Bihar,10,Gopalganj,197,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3835,2021,Bihar,10,Gopalganj,197,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
3836,2021,Bihar,10,Jamui,198,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
3837,2021,Bihar,10,Jamui,198,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
